id,short_desc,severity,failure_impact_type,action_urgency_type
195056,[refactoring scripts] Scriptable Refactoring XML is not human understandable,enhancement,non-critical feature request,can wait (low urgency)
162112,Hitting help buttton multiple times causes dialog to resize,normal,user-facing bug,needs attention soon
7796,Inconsistent use of Shortcut key letters in several menus,normal,user-facing bug,needs attention soon
20366,[F3] Unwanted switch to first edit window when opening 2nd.,normal,user-facing bug,needs attention soon
110705,Add filtered text to CVS repositories view.,normal,user-facing bug,needs attention soon
116931,New TeamHook validation methods,normal,user-facing bug,needs attention soon
337119,Unpredictable behavior of posted key events on Linux,normal,user-facing bug,needs attention soon
210422,[compiler] Need to have local bindings created in error cases,normal,user-facing bug,needs attention soon
45108,[Contributions] SubContributionManger.find(String) throws exception,major,user-facing bug,needs attention soon
75161,eclipse debugger hangs on Mdk 10.1 CE,normal,system failure / crash,immediate action required
78425,[Bugs] Blank window shown when bug system first installed,normal,user-facing bug,needs attention soon
37719,[EditorMgmt] [ViewMgmt] Unify editors and views,enhancement,non-critical feature request,can wait (low urgency)
106262,Javadoc: preformatted regions are indented with each auto-format,normal,user-facing bug,needs attention soon
159138,[projection] Need a way to append to a folded region without first expanding,enhancement,non-critical feature request,can wait (low urgency)
36580,Bad Line Ending handling on Linux & Solaris,minor,user-facing bug,needs attention soon
55805,Error overlay does not disappear from features on review page.,normal,user-facing bug,needs attention soon
130199,Package navigation in ManifestEditor,normal,user-facing bug,needs attention soon
89390,Update Manager help refers to Install Perspective,trivial,non-critical feature request,can wait (low urgency)
95164,[extract local] fails in switch,normal,user-facing bug,needs attention soon
43086,NPE in PatternLocator.matchesTypeReference,major,system failure / crash,immediate action required
65411,Thread deadlock (?) after changing the class path.,normal,system failure / crash,immediate action required
63148,[Scanner Config] Docs improvements,normal,user-facing bug,needs attention soon
293583,non-externalized string warning in P2Utils,normal,user-facing bug,needs attention soon
344023,Need a way to override Find action of Variables view and its derived classes.,enhancement,non-critical feature request,can wait (low urgency)
263539,[cocoa] display loop on the 'non-main' thread freezes up.,normal,system failure / crash,immediate action required
211928,ExpressionDropAdapter makes implementation to IWatchExpressionFactoryAdapterExtension mandatory,normal,user-facing bug,needs attention soon
59495,Would like a way to plug customized dispay for .class files,enhancement,non-critical feature request,can wait (low urgency)
117410,MESSAGE java.lang.NullPointerException encountered while running MyEclipse Spring Project Builder,normal,system failure / crash,immediate action required
152027,Adding partial source folder to project mismanages package,normal,user-facing bug,needs attention soon
192624,Remove tag feature in the CVS client,enhancement,non-critical feature request,can wait (low urgency)
41602,missing @exception in javadoc of IPackageFragment.getNonJavaResources,trivial,non-critical feature request,can wait (low urgency)
3088,[runtime] <export> visibility filters ignored in development mode (1GHFHV7),normal,user-facing bug,needs attention soon
168072,"[breakpoints] cut text with breakpoint, undo - breakpoint does not re-appear",normal,user-facing bug,needs attention soon
24720,ReferenceTypeImpl performance issue,enhancement,performance degradation,needs attention soon
80803,Project-specific compiler preferences should be committable,normal,user-facing bug,needs attention soon
341231,[breadcrumb][api] Make breadcrumb APIs as public APIs,enhancement,non-critical feature request,can wait (low urgency)
110925,[formatter] annotation formatting bug,normal,user-facing bug,needs attention soon
167495,[Webapp] 404 page not found error in toc view,normal,user-facing bug,needs attention soon
66170,Different implementation of method override - ctrl+space vs Override/Implement method dialog [code manipulation],normal,user-facing bug,needs attention soon
51864,Compiler incorrectly reports exception on overriding method,normal,user-facing bug,needs attention soon
274532,Cannot scroll to bottom of virtual table,normal,user-facing bug,needs attention soon
138126,Exception creating new launch configuration,normal,user-facing bug,needs attention soon
105851,Allow per instance configuration of the framework,enhancement,non-critical feature request,can wait (low urgency)
18104,Mnemonic collision on Edit menu,normal,user-facing bug,needs attention soon
11310,Move dialog: Update references unnecessarily disabled,normal,user-facing bug,needs attention soon
244445,"cannot disable ""automatically indent : new lines and braces""",enhancement,non-critical feature request,can wait (low urgency)
90466,Class loading taking in around 10ms per class,normal,user-facing bug,needs attention soon
53651,[Workbench] copy preference for show/hide of text on perspective bar to the bar,normal,user-facing bug,needs attention soon
128963,[compiler] null reference analysis: incorrect analysis,normal,user-facing bug,needs attention soon
135071,[Trim] Swtich to 'ragged' trim,normal,user-facing bug,needs attention soon
248431,"Restore from Local History... does nothing, logs StringIndexOutOfBoundsException",normal,system failure / crash,immediate action required
122743,ToggleBreakpointAction must implement IUpdate,normal,user-facing bug,needs attention soon
22458,Refactoring a package does not move the package's directory,major,user-facing bug,needs attention soon
283575,[1.5][compiler] Compiler Error in type inference.,normal,user-facing bug,needs attention soon
70390,bad or incorrect error message,normal,user-facing bug,needs attention soon
68696,eclipse 3.0 relese version crashed after splash screen,critical,system failure / crash,immediate action required
143849,[JUnit] Run/Debug/Profile As > JUnit shortcut doesn't work in the navigator view,major,user-facing bug,needs attention soon
178697,[History] History-keeping folder deletion moves symlinks into local history zone,normal,user-facing bug,needs attention soon
217318,Importing an Ant file with references to environment variables in a path element causes an error,normal,user-facing bug,needs attention soon
288833,Breakpoint export wizard should be able to make better initial selections,enhancement,non-critical feature request,can wait (low urgency)
55899,NPE & Assertion Failure in Call Hierarchy,normal,system failure / crash,immediate action required
109320,[Viewers] clicking Ignore whitespace toolitem throws part focus,normal,user-facing bug,needs attention soon
26310,[Workbench] Compiler warnings in EditorManager,normal,user-facing bug,needs attention soon
72422,[Sync View] Sync view population job should mention view,minor,user-facing bug,needs attention soon
31146,puzzling message output level issues,normal,user-facing bug,needs attention soon
84740,crash on windows xp korean,normal,system failure / crash,immediate action required
23985,"XMLMemento is great, but needs a few more APIs",enhancement,non-critical feature request,can wait (low urgency)
79119,Should Provide an ExternalFiles Folder for External Matches,normal,non-critical feature request,can wait (low urgency)
